-96
-96
-12
2,2
3,3
6,6
-92.08984375,-92.0886948529005
-90.65234375,-90.65225040211
-1.9375,-1.93406862721724
5.3671875,5.37259127490848
0.875,0.879267035727668
2.1875,2.19482899492743
0.875,0.879266774660274
6.7578125,6.7645358029831
2.859375,2.86366189848725
2.1875,2.19482889710047
2.859375,2.86366198965882
24.15625,24.1602641379761
2,2
3,3
7,7
-92.1015625,-92.1012978241997
-90.50390625,-90.50304605359
-1.00390625,-1.00207334589735
5.2890625,5.29173016274844
-0.046875,-0.0526226625025111
-0.0234375,-0.0298087311006866
-0.046875,-0.0526226626734057
6.4375,6.44433720100854
-2.234375,-2.23991115469708
-0.0234375,-0.0298087306550222
-2.234375,-2.23991115470247
5.8359375,5.84225407280438
2,2
3,3
8,8
-92.1953125,-92.1920898437002
-90.24609375,-90.24382324219
0.57421875,0.57534601211548
3.25,3.25652969545799
0.1796875,0.183432514517623
-0.578125,-0.581267358483818
0.1796875,0.183432514517623
12.03125,12.0382143596436
3.3515625,3.35449712453934
-0.578125,-0.581267358483818
3.3515625,3.35449712453934
10.3046875,10.3095681185799
2,2
4,4
6,6
-92.296875,-92.2961040295995
-89.33203125,-89.3285661663899
-2.1484375,-2.14648686166395
9.1953125,9.19918426811906
4.21875,4.22613419038078
5.7265625,5.73105913135379
4.21875,4.22613360225794
7.7109375,7.71266762706042
4.46875,4.47035384644221
5.7265625,5.73105894410083
4.46875,4.47035412681605
14.6796875,14.6859699448042
2,2
4,4
7,7
-92.29296875,-92.2924159026006
-89.3125,-89.3103188759001
-0.78515625,-0.78447819150184
9.0234375,9.02877697915262
2.3515625,2.35850255689246
-0.6875,-0.69208293052364
2.3515625,2.35850329128794
6.09375,6.09731501770947
-0.1953125,-0.20171943794877
-0.6875,-0.692082934004457
-0.1953125,-0.201719382564408
5.21875,5.22058206211103
2,2
4,4
8,8
-92.49609375,-92.4939552920005
-89.29296875,-89.2925766993599
0.546875,0.54816481318787
16.6875,16.6880025685535
3.0546875,3.05518770894291
4.859375,4.86068130285766
3.0546875,3.05518770885172
5.703125,5.70497611351831
0.8046875,0.812029197039489
4.859375,4.86068130295204
0.8046875,0.812029197239963
9.84375,9.84588518317745
2,2
5,5
6,6
-92.8046875,-92.8045789931002
-88.2265625,-88.2241617838499
-2.3515625,-2.34854596190982
16.015625,16.0174318319119
3.25,3.25629475740208
0.5078125,0.513550204044503
3.25,3.25629475716838
13.703125,13.7055793572472
-0.8046875,-0.806384466640538
0.5078125,0.513550206500148
-0.8046875,-0.806384465661231
10.625,10.6251570859362
2,2
5,5
7,7
-92.69140625,-92.6897875642007
-88.23046875,-88.22903066139
-0.6953125,-0.69207523946893
20.2734375,20.2759771421836
3.6875,3.68810017918127
-2.546875,-2.55194597913563
3.6875,3.68810017918127
24.84375,24.8502278545476
-0.2734375,-0.27827334499028
-2.546875,-2.55194597913563
-0.2734375,-0.27827334499028
6.4609375,6.46518303864793
2,2
5,5
8,8
-92.78515625,-92.7822808159999
-88.27734375,-88.2766384548599
0.46484375,0.46821672386593
21.578125,21.5831512289419
3.75,3.75760123927905
4.0078125,4.01525765938545
3.75,3.75759585875255
23.59375,23.6002835886456
3.9140625,3.91599189891358
4.0078125,4.01525690484488
3.9140625,3.91599276721527
9.2578125,9.26207293333361
2,2
50,50
6,6
-92.61328125,-92.6107884456997
-19.73046875,-19.72746196546
-1.8828125,-1.88252277750718
18.640625,18.6411728507961
-1.3515625,-1.35604404050061
2.265625,2.2697595859996
-1.3515625,-1.35604404088145
23.921875,23.9229366364605
-0.890625,-0.895060241569103
2.265625,2.26975958925437
-0.890625,-0.895060240704098
12.8046875,12.8047543854112
2,2
51,51
6,6
-92.3125,-92.3119741586997
-18.8046875,-18.80169938568
-1.84765625,-1.8443054561941
14.203125,14.2085225179074
-0.0625,-0.0639104518959394
13.6015625,13.6063471034717
-0.0625,-0.0639098741150176
5.5,5.5052204108625
1.296875,1.30187466565764
13.6015625,13.606347246536
1.296875,1.30187411172031
30.703125,30.7033592797788
2,2
51,51
7,7
-92.5390625,-92.5379214637996
-18.58203125,-18.5807488692399
-0.70703125,-0.70672536649202
8.1484375,8.15034750406869
0.6328125,0.639489791440279
-2.2578125,-2.260823180576
0.6328125,0.639489791440279
5.90625,5.91388677710831
-1.1796875,-1.18405776240774
-2.2578125,-2.260823180576
-1.1796875,-1.18405776240774
5,5.0066569254518
2,2
51,51
8,8
-92.25,-92.2495966372007
-18.68359375,-18.6814814028498
0.48828125,0.49015516820161
5.15625,5.16005597287754
-2,-2.00465980331784
1.015625,1.0209069910721
-2,-2.00466007848335
8.09375,8.09688799933736
5,5.00096537254338
1.015625,1.02090678825118
5,5.0009655052966
22.71875,22.7209041735011
2,2
52,52
6,6
-92.296875,-92.2973284039999
-17.6953125,-17.6947021484398
-1.96875,-1.96767845324108
9.734375,9.7401102615535
-2.25,-2.25596817879307
5.2421875,5.24469695203355
-2.25,-2.25596817879307
11.1796875,11.1834209864631
2.3125,2.31779697101023
5.2421875,5.24469695203355
2.3125,2.31779697101023
13.2109375,13.2185675857428
2,2
52,52
7,7
-92.4609375,-92.4609880119006
-17.80859375,-17.8087074016698
-0.65234375,-0.65222426940655
7.1171875,7.11877475594807
-3.4765625,-3.48235000340278
-1.890625,-1.89484918460285
-3.4765625,-3.48235000340278
43.1171875,43.1195873858954
1.9140625,1.91645456092211
-1.890625,-1.89484918460285
1.9140625,1.91645456092211
5.3984375,5.40503715309083
2,2
52,52
8,8
-92.0625,-92.0603770380003
-17.76953125,-17.7682150135902
0.35546875,0.35751313748567
4.5546875,4.55833450887117
-0.2109375,-0.214909916666493
-0.8046875,-0.808732003774982
-0.2109375,-0.214909916666493
17.90625,17.9118192685792
-0.7421875,-0.747068164337942
-0.8046875,-0.808732003774982
-0.7421875,-0.747068164337942
15.9921875,15.9927338254383
2,2
75,75
7,7
-91.68359375,-91.6811523437991
17.23046875,17.2314801897301
-0.70703125,-0.70534406389509
13.8828125,13.8881209497557
0.6875,0.694055896417846
0.140625,0.145443015105834
0.6875,0.694057431943206
10.6875,10.6888638005792
-0.9296875,-0.932099265946933
0.140625,0.145442879741427
-0.9296875,-0.93209928846617
6.125,6.12885986141858
2,2
75,75
8,8
-91.609375,-91.6090494792006
17.83203125,17.8324788411501
0.8671875,0.87108786900838
6.6796875,6.68721819758209
0.28125,0.28740019218078
0.3046875,0.308979694765973
0.28125,0.28740019218078
7.0078125,7.01179211673215
-0.265625,-0.267702257700769
0.3046875,0.308979694765973
-0.265625,-0.267702257700769
5.734375,5.73577373708729
2,2
76,76
7,7
-91.6953125,-91.6940406976992
18.94921875,18.9502691224602
-0.44921875,-0.44892268957094
30.0625,30.0631972957847
4.3828125,4.38569851892698
-3.28125,-3.28884006455318
4.3828125,4.38569851672718
7.84375,7.84506258935032
-3.9765625,-3.98120519822026
-3.28125,-3.28884005766246
-3.9765625,-3.98120519711913
10.8203125,10.8245936113058
2,2
76,76
8,8
-91.7578125,-91.7570572916993
18.8515625,18.8541406250001
0.58984375,0.59037333170573
24.640625,24.6434300131086
-1.140625,-1.14118792285363
5.9296875,5.93087438230959
-1.140625,-1.14118792285363
6.5234375,6.52983368377744
-0.9921875,-0.995421049718698
5.9296875,5.93087438230959
-0.9921875,-0.995421049718698
10.578125,10.58566760579
2,2
77,77
7,7
-91.74609375,-91.7444458007994
20.51953125,20.5228500366202
-1.0390625,-1.03646586835384
19.7109375,19.7134645093707
4.0234375,4.02965916443787
0.7734375,0.775439391395505
4.0234375,4.02965916443787
6.125,6.13041621669861
1.34375,1.34607822668469
0.7734375,0.775439391395505
1.34375,1.34607822668469
7.59375,7.60121481651837
2,2
78,78
7,7
-92.08203125,-92.0817252884008
21.9140625,21.9162702437602
-0.73046875,-0.72849854276927
6.6328125,6.63964577521526
1.6875,1.69212497586786
-1.046875,-1.04719584108419
1.6875,1.69212497594243
6.9921875,6.9939467201184
